Reviews,Comments
4.5 of 5 bubbles,My family's been coming here for over 15 years and have never had a bad dish.  Family owned and well run.  Great pizza and pasta dishes. Try scungili over linguini or a cheese steak special hero. You can visit any day and the food is...More
4.5 of 5 bubbles,Stopped in because of another TripAdvisor review.  I was in town for my Dadâ€™s  heart Surgery.  The food was fantastic!  I had the Chicken Fried Steak. Equally great was the classic atmosphere and the conversation with Travis and Gabe!  Highly recommend!
4.5 of 5 bubbles,
4.5 of 5 bubbles,"On our way to Italy and staying at the Hilton JFK 
And decided to eat at 144 restaurant in the hotel and had a great server Vaan Davis that made the whole experience great and to top it off we enjoyed food which was great.....More"
4 of 5 bubbles,Great pub just opposite Newark Penn station. I walked in and was surprised by the variety of beers on offer. I had not seen Pabst Blue Ribbon on tap for a long time. The waitresses were both very helpful and knowledgeable - they gave me...More
4.5 of 5 bubbles,"Just perfect on a snowy night in the West Village.  Warm, cozy, lively but still able to have private conversation.  And the food!  Fabulous marinated eggplant on homemade focaccia is complimentary to start.  We shared the fried artichokes, perfectly cooked and delicious.  We both had...More"
4.5 of 5 bubbles,
4.5 of 5 bubbles,Went there with the family its nice casual setting with amazingly delicious food I would definitely go back and try different stuff. The siam duck and the pad thai was top notch. The menu is so long it would take multiple visits just to try...More
4.5 of 5 bubbles,
4 of 5 bubbles,Cute little gem tucked into downtown Renton. We have gone here a couple of times and the food is goodAnd they have an extensive wine list. We like to share a couple of entrÃ©es to get a little taste a different meals. This last visit...More
4.5 of 5 bubbles,My wife and I had a very nice Valentines dinner here.  The bar has very good signature cocktails and my wife loved the Hope Diamond.  She had the sole for dinner and loved it as did I.   I had a filet which was perfectly cut...More
4.5 of 5 bubbles,"We ordered our meals to go and enjoyed the meal at home. Everything was good, ribs, brisket, chicken and the sides. I would order again, either to go or inside the restaurant."
4 of 5 bubbles,"When I came up to the area for an impromptu tour of the nearby Grounds for Sculpture, I needed a place for dinner, and the Friday's next to my hotel wasn't what I had in mind.  I ended up at Malaga and was thrilled to...More"
4.5 of 5 bubbles,"Don't turn up to this place for a fresh pizza after 8.20pm (closes at 9), as they won't let you eat inside.  We turned up after a long journey and were told we couldn't eat inside as the pizza would take 25 minutes to cook...More"
4.5 of 5 bubbles,"Itâ€™s a Hyatt.  I get it, but the prices for dishes at the restaurant and what you receive are pretty astonishing.  A charcuterie plate for $24 that has four slices of meat (seriously) and three pieces of cheese the size of a pinky finger is...More"
4 of 5 bubbles,"We went to this restaurant as part of a family dinner on Sunday evening.

The wait times at the restaurant are high - we ended up waiting for more than 45 min for our turn. It makes sense in reserving a table and then strolling...More"
4 of 5 bubbles,
4.5 of 5 bubbles,"Excellent Service and good wine,food it's good. Thanks.ðŸ‘I will recommend this place to  friends And family's."
5 of 5 bubbles,"The food is good.  We waited 50
Minutes for it while we watched tables seated after us get served.  When I spoke to Jeff, the manager, he said steaks and fish take longer to prepare.  If you believe that, go there.  We had steak, ahi...More"
4.5 of 5 bubbles,"We had an exceptional experience dinning at Blue Smoke while on vacation from the UK. We ordered the Rhapsody In 'Cue - so you get a bit of al the meats and we weren't disappointed, everything was outstanding! Full of flavour, we also shared a...More"
4.5 of 5 bubbles,"We went to Morton's to celebrate a friend's birthday. We sat, and waited, and waited, for water. We asked several people, after 25 minutes, our palates were finally satiated. The waitress ( I apologize) had the worst breath. You could smell the periodontal disease from...More"
4 of 5 bubbles,"A late lunch consisting of two cocktails, entree and a burger and a shared dessert - $100.  Seems pricey considering service was somewhat poor, no bread, no checking in to see how we were.  Asked for burger medium, it was medium rare at best.  Burger...More"
4 of 5 bubbles,"Little loud....hip music...did not fit dinner ambiance...mainly couples
Good food.  Good Wine.  Good Time"
4 of 5 bubbles,While shopping in the outlet we stop there for lunch. As we also bought the shopping pass of the outlet we expected to get 10% as announced in the shopping pass. In the pass it is explicitly mentioned that the 10% apply to everything. Nevertheless...More
3.5 of 5 bubbles,"We visited today as we were given a gift certificate for lunch - it was our third visit in the past three months.  

During each visit the restaurant is not ready for prompt service.  Simple sandwiches take an extremely long time making it difficult to...More"
4 of 5 bubbles,"We enjoyed our food. 
I got the burrito and would say it was good but not exceptional. 
My husband got a chimichanga and that was exceptional!  
Staff was super friendly and the environment was fun. Itâ€™s small but lots of locals get take out and...More"
4.5 of 5 bubbles,Probably the best filets weâ€™ve ever had. You must top it off with the Kingâ€™s Crown! The lobster was cooked perfectly. Waiters are very attentive and helpful- top notch. The only reason for the rating of 4 is due to the unpleasant odor right as...More
4.5 of 5 bubbles,
4 of 5 bubbles,"Well I love Thai food and I found myself in Queens on a rainy Saturday night. A local resident took me here, said she had been there ""a thousand times"" and I'd like it. Our order: watercress salad, drunlen noodles w/chicken, red snapper w/chili/garlic/basil. It...More"
4.5 of 5 bubbles,"My daughter raved about this restaurant so while I was on vacation in Toms River, NJ we went to have dinner.  Unforunately from the time we sat down our waitress had a personality problem. She took our order without writing it down then came back...More"
4.5 of 5 bubbles,We came in with a large group. Sydney and Jen were awesome servers and the food was amazing. Highly recommend the vodka sauce and the eggplant parm!
4.5 of 5 bubbles,Why not extend Valentines Day for the whole weekend? We stopped in for a take home slice of yummy tiramisu cheesecake to share. What could be more sinful and sweet than indulging in this treat for a Sunday afternoon delight? Yum!
4 of 5 bubbles,"I stopped by at this neighborhood joint for 2 quick slices. Great pizza. Not quite NY style, but some may even prefer it."
5 of 5 bubbles,2nd time eating here.  Service this time was excellent.  Plenty of TV'S  to watch sports.   Good menu selection.   Wide selection of draft beers.  Reasonably priced.
4.5 of 5 bubbles,"It looked promising, the chef came up to our table, but sadly enough the food wasn't any good. It was bland (we had the lasagna and the mussels) and the lasagna was very dry. There was no sauce in the lasagna at all. 10 mussels...More"
4.5 of 5 bubbles,"Good but not great.  We waited until they opened at 5 because they donâ€™t take reservations. Appetizers were good - we ate light due to a food walking tour that afternoon. The place is not big, but there were only two servers. So as the...More"
4.5 of 5 bubbles,
4.5 of 5 bubbles,The first visit wonâ€™t be our last!  The place is friendly and the food is great. I want to come back and just sit at the bar and have a glass of their house red and an appetizer!  Youâ€™ll get plenty of food even though...More
4.5 of 5 bubbles,
4 of 5 bubbles,"my niece and her daughter took me to IHop, we were out liming. It was an experience, at IHop the food was well cooked and served by friendly staff. the entire staff was friendly and ready to answer all questions posed to them, it is...More"
4 of 5 bubbles,Had an incredible meal here and the service was top notch... can't wait to return... get the fondue and the lamb.!! Absolutely wonderful.
